Serial Number,Assessed Value,Sale Amount,Sales Ratio,Residential Type
190543,134400.0,235000.0,0.5719,Single Family
180218,249340.0,329000.0,0.7578,Single Family
111413,135320.0,177000.0,0.764519774,Single Family
160363,69600.0,108000.0,0.644444444,Single Family
13524,182760.0,205000.0,0.891512195,Single Family
180258,237200.0,295000.0,0.804,Condo
1800345,165060.0,255000.0,0.6472,Condo
170061,269200.0,369900.0,0.7277,Single Family
13072,105870.0,125085.0,0.846384459,Single Family
80007,174720.0,207500.0,0.842024096,Single Family
70004,309750.0,495000.0,0.625757576,Single Family
110192,77600.0,96000.0,0.808333333,Condo
80147,255080.0,508212.0,0.501916523,Condo
70225,258190.0,530000.0,0.487150943,Single Family
900028,185500.0,215000.0,0.862790698,Condo
140561,68760.0,35000.0,1.964571429,Single Family
110076,129400.0,95000.0,1.362105263,Single Family
180241,114870.0,175000.0,0.6564,Single Family
202883,743920.0,1270000.0,0.5857,Single Family
200822,131880.0,265000.0,0.497660377,Single Family
70499,131670.0,215000.0,0.612418605,Single Family
160565,432700.0,700000.0,0.618142857,Single Family
170025,332660.0,325000.0,1.023569231,Single Family
800497,118870.0,183000.0,0.649562842,Single Family
62139,18900.0,15000.0,1.26,Single Family
15073,633360.0,241599.0,2.62153403,Single Family
140090,192710.0,199900.0,0.964032016,Single Family
101222,172230.0,90000.0,1.913666667,Single Family
173066,347550.0,577000.0,0.6023,Single Family
900072,366700.0,345000.0,1.062898551,Single Family
120141,132650.0,135997.0,0.975389163,Single Family
150081,619600.0,1072000.0,0.577985075,Single Family
180634,167860.0,247000.0,0.6795,Single Family
180450,38400.0,50000.0,0.768,Single Family
170543,61040.0,104000.0,0.5869,Condo
110875,31350.0,32500.0,0.964615385,Condo
18142,32560.0,25000.0,1.3024,Condo
90021,94430.0,121000.0,0.780413223,Condo
200349,5642770.0,8950000.0,0.6304,Single Family
20200644,140560.0,250000.0,0.5622,Single Family
170131,163310.0,118000.0,1.3839,Single Family
10146,121520.0,89900.0,1.351724138,Single Family
80684,228400.0,176500.0,1.294050992,Two Family
9794,142410.0,130000.0,1.095461538,Single Family
120186,138300.0,233000.0,0.593562232,Single Family
190311,118370.0,255000.0,0.4642,Three Family
18067,163450.0,240000.0,0.681,Single Family
60029,1567860.0,1500000.0,1.04524,Single Family
10254,116060.0,123000.0,0.943577236,Condo
15027,173520.0,180000.0,0.964,Single Family
11339,245000.0,315000.0,0.777777778,Single Family
120032,55160.0,46000.0,1.199130435,Two Family
150269,204080.0,250000.0,0.81632,Single Family
90713,89640.0,85000.0,1.054588235,Single Family
191953,106440.0,279500.0,0.3808,Single Family
150198,138810.0,120000.0,1.15675,Single Family
60258,117880.0,274000.0,0.430218978,Single Family
70103,156310.0,225000.0,0.694711111,Single Family
99104,727650.0,980000.0,0.7425,Single Family
190071,316400.0,525000.0,0.6027,Condo
130583,123600.0,135000.0,0.915555556,Single Family
60320,417550.0,815000.0,0.512331288,Single Family
150157,162000.0,187500.0,0.864,Single Family
2000143,175140.0,260000.0,0.6736,Single Family
100010,174600.0,225000.0,0.776,Single Family
1700589,209150.0,217000.0,0.9638,Condo
80346,132730.0,400000.0,0.331825,Single Family
190251,432090.0,558000.0,0.7744,Single Family
19019,188110.0,237000.0,0.7937,Single Family
150003,92180.0,48000.0,1.920416667,Single Family
140225,177420.0,295000.0,0.601423729,Single Family
170049,868800.0,1250000.0,0.69504,Single Family
180352,190750.0,357500.0,0.5335,Single Family
130125,128450.0,175000.0,0.734,Single Family
190113,1051540.0,1695000.0,0.6204,Single Family
130616,91000.0,152000.0,0.598684211,Single Family
60072,96900.0,202000.0,0.47970297,Single Family
12148,230600.0,395000.0,0.583797468,Single Family
12124,164990.0,212000.0,0.778254717,Single Family
180572,129400.0,232000.0,0.5577,Condo
120185,58000.0,72000.0,0.805555556,Condo
140698,348390.0,589100.0,0.591393651,Condo
60094,188860.0,335000.0,0.563761194,Single Family
170045,98630.0,192000.0,0.513697917,Two Family
140356,113740.0,131500.0,0.864942966,Single Family
15311,322040.0,417000.0,0.772278177,Single Family
60200,255150.0,420000.0,0.6075,Two Family
60181,107650.0,187800.0,0.573216187,Single Family
70635,117730.0,65000.0,1.811230769,Single Family
190334,130300.0,246000.0,0.5297,Single Family
141257,51640.0,16000.0,3.2275,Single Family
12019,178200.0,233000.0,0.764806867,Condo
18077,221410.0,375000.0,0.5904,Single Family
140016,188160.0,255000.0,0.737882353,Single Family
140277,187730.0,247500.0,0.758505051,Condo
900466,26140.0,27400.0,0.954014599,Single Family
10380,316300.0,440000.0,0.718863636,Single Family
100115,89530.0,120000.0,0.746083333,Condo
200206,1543321.0,2275000.0,0.6783,Single Family
20000142,331060.0,525000.0,0.6305,Single Family
900251,197750.0,345000.0,0.573188406,Condo
190373,144900.0,158000.0,0.9171,Single Family
190485,385000.0,540000.0,0.713,Condo
160674,118900.0,130000.0,0.914615385,Condo
70315,1398900.0,1825000.0,0.766520548,Single Family
130027,1680.0,250000.0,0.00672,Single Family
190136,123390.0,166920.0,0.7392,Condo
140196,126770.0,145000.0,0.874275862,Condo
70359,313900.0,446270.0,0.703385843,Condo
60226,124900.0,240000.0,0.520416667,Single Family
70037,132680.0,240000.0,0.552833333,Single Family
100710,441400.0,425000.0,1.038588235,Single Family
201050,72100.0,172900.0,0.417,Single Family
180203,112330.0,165900.0,0.677,Single Family
60518,110390.0,270000.0,0.408851852,Single Family
90230,56900.0,59050.0,0.963590178,Condo
200026,138700.0,290000.0,0.4782,Single Family
20545,181140.0,330000.0,0.5489,Single Family
800072,580070.0,567500.0,1.02214978,Single Family
200023,103390.0,194000.0,0.5329,Three Family
120021,123580.0,149000.0,0.829395973,Single Family
124565,130200.0,212000.0,0.614150943,Single Family
1900092,166460.0,275000.0,0.6053,Single Family
120637,236530.0,375000.0,0.630746667,Single Family
130286,115780.0,156900.0,0.737922243,Single Family
100312,325200.0,382500.0,0.850196078,Single Family
150530,69710.0,82000.0,0.850121951,Condo
190106,277910.0,425000.0,0.6539,Single Family
160095,364800.0,500000.0,0.7296,Single Family
12863,87430.0,90000.0,0.971444444,Single Family
18810,11370.0,7000.0,1.6242,Single Family
171008,23040.0,32000.0,0.72,Single Family
1801396,293690.0,575000.0,0.5107,Two Family
160011,72000.0,124500.0,0.578313253,Condo
190122,102410.0,159900.0,0.6405,Single Family
140741,118400.0,155000.0,0.763870968,Single Family
200051,185350.0,333000.0,0.5566,Single Family
190979,524650.0,775000.0,0.677,Single Family
200400001,143260.0,340000.0,0.4213,Single Family
60012,168780.0,280000.0,0.602785714,Single Family
80033,2797400.0,105000.0,26.64190476,Single Family
2001268,263240.0,409000.0,0.6436,Condo
160239,191380.0,289000.0,0.662214533,Single Family
2000616,212770.0,270000.0,0.788,Single Family
60074,63700.0,27000.0,2.359259259,Single Family
800214,177610.0,278000.0,0.638884892,Single Family
150179,184200.0,240000.0,0.7675,Single Family
19618,22180.0,22500.0,0.9858,Condo
190062,21700.0,25000.0,0.868,Single Family
170074,103900.0,179900.0,0.5775,Single Family
160223,207550.0,273000.0,0.76025641,Single Family
61210,71680.0,129900.0,0.551809084,Single Family
12162,269150.0,346000.0,0.777890173,Single Family
80049,263900.0,150000.0,1.759333333,Single Family
170516,30170.0,26799.0,1.125788276,Condo
80096,133920.0,90000.0,1.488,Two Family
180418,171500.0,273000.0,0.6282,Condo
130704,678510.0,1245000.0,0.544987952,Single Family
140304,223230.0,250000.0,0.89292,Single Family
160099,218000.0,372450.0,0.585313465,Single Family
200036,70340.0,88000.0,0.7993,Condo
100011,135450.0,70000.0,1.935,Two Family
900025,121100.0,127900.0,0.946833464,Single Family
19257,206670.0,420000.0,0.4921,Single Family
11108,96090.0,52000.0,1.847884615,Condo
140119,138300.0,212500.0,0.650823529,Single Family
12572,143600.0,112500.0,1.276444444,Condo
90971,104650.0,170000.0,0.615588235,Two Family
20000228,500610.0,976000.0,0.5129,Single Family
141417,328340.0,511000.0,0.642544031,Condo
110251,318540.0,435000.0,0.732275862,Single Family
80073,108400.0,219000.0,0.494977169,Condo
180384,142000.0,195000.0,0.7282,Single Family
80047,129150.0,235000.0,0.549574468,Single Family
1900198,66000.0,55000.0,1.2,Single Family
190023,349910.0,515000.0,0.6794,Single Family
13068,80410.0,101000.0,0.796138614,Condo
180568,88760.0,92500.0,0.9595,Two Family
17220,1940330.0,3999000.0,0.485203801,Single Family
140325,145060.0,120000.0,1.208833333,Single Family
80429,189800.0,237500.0,0.799157895,Single Family
11266,212250.0,242000.0,0.877066116,Condo
140055,145600.0,215000.0,0.677209302,Single Family
80332,140340.0,201000.0,0.698208955,Single Family
70007,260100.0,410000.0,0.634390244,Single Family
90139,262810.0,365000.0,0.720027397,Single Family
90260,134700.0,235000.0,0.573191489,Single Family
14297,123890.0,135000.0,0.917703704,Condo
70255,34520.0,433891.0,0.079559152,Condo
171606,192550.0,310000.0,0.6211,Single Family
130350,253300.0,360000.0,0.703611111,Single Family
1801596,330130.0,599950.0,0.5502,Two Family
11004,285500.0,435000.0,0.656321839,Single Family
16275,174300.0,274500.0,0.634972678,Single Family
90627,195200.0,110000.0,1.774545455,Single Family
14168,110570.0,175900.0,0.628595793,Single Family
80093,164920.0,188000.0,0.877234043,Single Family
180032,116980.0,210000.0,0.557,Single Family
180687,33810.0,125000.0,0.27048,Condo
70309,766600.0,981000.0,0.781447503,Single Family
70062,138500.0,211500.0,0.654846336,Single Family
70248,141870.0,97000.0,1.46257732,Single Family
190138,115740.0,100000.0,1.1574,Single Family
70081,185590.0,270000.0,0.68737037,Single Family
151054,67300.0,120000.0,0.560833333,Condo
1800783,157280.0,166417.0,0.945,Single Family
110014,164200.0,249385.0,0.658419712,Condo
190443,44070.0,58000.0,0.7598,Condo
150213,69710.0,69000.0,1.010289855,Condo
140834,118870.0,47500.0,2.502526316,Single Family
17036,297920.0,435000.0,0.6848,Single Family
60507,270940.0,538000.0,0.503605948,Single Family
70210,189070.0,310000.0,0.609903226,Single Family
160253,237510.0,350000.0,0.6786,Single Family
17325,136170.0,129000.0,1.0555,Three Family
60085,278100.0,500000.0,0.5562,Single Family
130065,178150.0,252000.0,0.706944444,Condo
181063,63980.0,165000.0,0.387757576,Single Family
171857,133310.0,250000.0,0.5332,Two Family
61102,518490.0,1295000.0,0.400378378,Single Family
140172,455210.0,725000.0,0.627875862,Single Family
70511,76790.0,126000.0,0.609444444,Condo
90340,115570.0,169900.0,0.680223661,Single Family
180544,585100.0,925000.0,0.6325,Single Family
1800964,2102190.0,3400000.0,0.6182,Single Family
60437,82600.0,150000.0,0.550666667,Single Family
70244,301070.0,380000.0,0.792289474,Single Family
20000225,231180.0,377500.0,0.6123,Single Family
160054,356020.0,577500.0,0.616484848,Single Family
14159,42400.0,72606.0,0.583973776,Condo
10134,1233770.0,1542500.0,0.799850891,Single Family
140165,78750.0,124840.0,0.630807434,Single Family
90078,163730.0,214000.0,0.765093458,Single Family
1900017,179270.0,300000.0,0.5976,Single Family
60699,249200.0,400000.0,0.623,Single Family
12822,98830.0,132500.0,0.745886792,Single Family
181208,106330.0,160000.0,0.6645,Single Family
120567,74410.0,90000.0,0.826777778,Condo
90296,187150.0,245000.0,0.763877551,Single Family
180196,269900.0,333305.0,0.8097,Single Family
110222,439250.0,535500.0,0.820261438,Single Family
190851,260330.0,347500.0,0.7492,Three Family
90172,174300.0,230000.0,0.757826087,Single Family
190060,246280.0,177500.0,1.3875,Single Family
200812,127330.0,240000.0,0.5305,Single Family
200022,385400.0,530000.0,0.7271,Single Family
200386,225870.0,55000.0,4.1067,Single Family
180096,318500.0,545000.0,0.5844,Condo
150863,262000.0,289950.0,0.90360407,Single Family
80139,241920.0,370000.0,0.653837838,Four Family
180169,146470.0,175000.0,0.8369,Single Family
200382,185810.0,295000.0,0.6298,Single Family
180079,126140.0,215000.0,0.586697674,Single Family
90244,139500.0,85000.0,1.641176471,Single Family
60055,83440.0,153000.0,0.545359477,Condo
60468,135450.0,197600.0,0.685475709,Single Family
2000416,191660.0,315000.0,0.6084,Condo
160768,155820.0,204000.0,0.763823529,Single Family
171720,119430.0,232000.0,0.5147,Single Family
130065,75670.0,27500.0,2.751636364,Single Family
190497,91190.0,130000.0,0.7015,Two Family
12241,169260.0,190000.0,0.890842105,Condo
201132,49393.0,10420.0,4.7402,Single Family
15063,314580.0,417000.0,0.754388489,Condo
18469,168500.0,300000.0,0.5616,Single Family
130485,91370.0,142000.0,0.643450704,Condo
190681,162960.0,315000.0,0.5173,Single Family
20000121,109080.0,190000.0,0.5741,Condo
190072,153400.0,610000.0,0.2515,Single Family
20201,140200.0,265000.0,0.529,Two Family
140147,92400.0,97000.0,0.95257732,Single Family
110457,163700.0,170000.0,0.962941176,Single Family
202171,88950.0,205000.0,0.4339,Single Family
191202,98310.0,58000.0,1.695,Condo
60226,0.0,435000.0,0.0,Condo
200542,177300.0,279000.0,0.6354,Single Family
15081,144100.0,185000.0,0.778918919,Condo
190847,104720.0,165000.0,0.6347,Two Family
151245,200830.0,272500.0,0.736990826,Condo
110044,118800.0,61000.0,1.947540984,Single Family
70021,164080.0,294000.0,0.558095238,Single Family
100114,210000.0,262500.0,0.8,Condo
190227,58700.0,87000.0,0.6747,Condo
2000423,144980.0,270000.0,0.5369,Single Family
170545,122010.0,167500.0,0.7284,Single Family
70101,159540.0,152100.0,1.048915187,Single Family
70204,43050.0,75000.0,0.574,Single Family
60156,135600.0,310000.0,0.437419355,Single Family
180099,518350.0,665000.0,0.7794,Single Family
190123,180110.0,250000.0,0.7204,Single Family
150107,229960.0,327500.0,0.702167939,Single Family
60021,337700.0,272250.0,1.24040404,Single Family
130648,89320.0,100000.0,0.8932,Single Family
190305,129990.0,203500.0,0.6388,Condo
140451,275420.0,450000.0,0.612044444,Condo
150059,199050.0,178500.0,1.11512605,Single Family
90052,1299060.0,1340000.0,0.969447761,Single Family
60161,76860.0,264900.0,0.290147225,Two Family
190282,98910.0,230000.0,0.43,Two Family
150013,135230.0,200000.0,0.67615,Single Family
140321,146700.0,221025.0,0.663725823,Single Family
10157,144270.0,170000.0,0.848647059,Single Family
1200330,261470.0,344000.0,0.760087209,Single Family
151109,180840.0,266500.0,0.678574109,Condo
14524,162960.0,135900.0,1.199116998,Single Family
70779,469980.0,617500.0,0.761101215,Single Family
190049,357800.0,644000.0,0.5556,Single Family
160557,195900.0,10000.0,19.59,Single Family
190607,275520.0,401000.0,0.6871,Single Family
190157,98840.0,172000.0,0.5747,Single Family
151627,209580.0,44285.0,4.732527944,Single Family
180166,101400.0,115000.0,0.8817,Single Family
2020108,150800.0,210000.0,0.718,Single Family
170006,134470.0,195900.0,0.686421644,Single Family
130078,90700.0,133300.0,0.680420105,Single Family
14112,570150.0,882000.0,0.646428571,Single Family
60351,125370.0,249900.0,0.501680672,Single Family
170170,85700.0,160000.0,0.5356,Single Family
200417,96110.0,196000.0,0.4903,Single Family
190005,244880.0,225000.0,1.0884,Single Family
15428,85280.0,113900.0,0.748726953,Single Family
200554,85960.0,157500.0,0.5457,Two Family
14167,93490.0,58000.0,1.611896552,Single Family
150134,83020.0,87000.0,0.954252874,Single Family
70068,205050.0,292500.0,0.701025641,Condo
80060,157300.0,149800.0,1.050066756,Single Family
190108,307440.0,395000.0,0.7783,Condo
180313,94640.0,170000.0,0.5567,Single Family
130061,330760.0,542500.0,0.609695853,Single Family
160042,166300.0,300000.0,0.554333333,Single Family
60153,191450.0,290000.0,0.660172414,Three Family
200140,364180.0,300000.0,1.213933333,Single Family
100191,118090.0,150000.0,0.787266667,Condo
20598,99140.0,225000.0,0.4406,Single Family
170088,291800.0,432000.0,0.6754,Single Family
170596,111090.0,155000.0,0.7167,Single Family
90184,354410.0,385000.0,0.920545455,Condo
120112,145810.0,217500.0,0.670390805,Single Family
60114,6020.0,129000.0,0.046666667,Single Family
201386,138320.0,240000.0,0.5763,Condo
120106,27900.0,27000.0,1.033333333,Single Family
160409,291620.0,375000.0,0.777653333,Condo
1300011,94900.0,132500.0,0.716226415,Condo
200021,384920.0,585000.0,0.6579,Single Family
130031,86660.0,115000.0,0.753565217,Single Family
14007,117460.0,160000.0,0.734125,Condo
13119,229980.0,100800.0,2.281547619,Single Family
190258,309300.0,275000.0,1.1247,Single Family
180920,146620.0,220000.0,0.6664,Single Family
160104,105420.0,146000.0,0.722054795,Single Family
180442,96040.0,90000.0,1.067111111,Single Family
180205,357400.0,633500.0,0.5641,Single Family
170069,124700.0,222000.0,0.5617,Single Family
60024,0.0,329900.0,0.0,Single Family
60098,163110.0,306000.0,0.533039216,Single Family
171027,523950.0,740000.0,0.708,Single Family
80132,386470.0,545000.0,0.709119266,Single Family
100042,219440.0,255000.0,0.86054902,Single Family
16443,199620.0,325000.0,0.614215385,Single Family
180200,129010.0,210000.0,0.6143,Single Family
120217,106260.0,130000.0,0.817384615,Condo
150453,22880.0,25000.0,0.9152,Condo
130211,146790.0,145000.0,1.012344828,Single Family
15122,95380.0,62475.0,1.526690676,Single Family
60091,146020.0,239000.0,0.610962343,Single Family
133508,876330.0,706000.0,1.241260623,Single Family
110904,233940.0,225000.0,1.039733333,Condo
10252,84770.0,41486.0,2.043339922,Condo
150070,134030.0,130000.0,1.031,Single Family
150978,244030.0,116000.0,2.103706897,Condo
201292,84840.0,138000.0,0.614782609,Single Family
180170,310730.0,470000.0,0.6611,Single Family
170115,195230.0,326000.0,0.598865031,Single Family
70731,1060360.0,1250000.0,0.848288,Single Family
100335,107510.0,58777.0,1.829116831,Three Family
80077,151200.0,209900.0,0.72034302,Single Family
110609,127540.0,181500.0,0.702699725,Single Family
100087,147630.0,185000.0,0.798,Condo
90880,406540.0,485000.0,0.838226804,Condo
80117,230800.0,250000.0,0.9232,Single Family
19105,219130.0,304000.0,0.7208,Single Family
110193,366080.0,459000.0,0.797559913,Single Family
80360,143990.0,218000.0,0.660504587,Single Family
60241,148890.0,215000.0,0.692511628,Two Family
190930,178940.0,225000.0,0.7953,Single Family
140300,169680.0,225000.0,0.754133333,Single Family
90482,153000.0,105000.0,1.457142857,Condo
171033,123340.0,54000.0,2.284,Single Family
150162,201470.0,360000.0,0.559638889,Single Family
120235,179200.0,233000.0,0.769098712,Single Family
70147,91490.0,147000.0,0.622380952,Condo
160092,124670.0,120000.0,1.038916667,Single Family
150036,101240.0,28100.0,3.602846975,Single Family
190138,116410.0,150250.0,0.7748,Two Family
130622,136010.0,200000.0,0.68005,Single Family
140078,230090.0,349000.0,0.659283668,Single Family
200352,303590.0,415000.0,0.7315,Single Family
200418,194720.0,373000.0,0.522,Single Family
180208,159760.0,340000.0,0.4698,Single Family
150554,112150.0,182500.0,0.614520548,Single Family
8373,212760.0,380000.0,0.559894737,Single Family
10088,148180.0,135000.0,1.09762963,Single Family
12722,315630.0,565000.0,0.558637168,Single Family
80682,256500.0,305000.0,0.840983607,Single Family
70722,261200.0,380000.0,0.687368421,Single Family
200250,50610.0,63100.0,0.802,Condo
131301,9170.0,52000.0,0.176346154,Condo
10127,116600.0,115000.0,1.013913043,Two Family
17183,199700.0,325000.0,0.6144,Condo
121125,456120.0,405000.0,1.126222222,Condo
130008,103740.0,137000.0,0.757226277,Single Family
110222,307190.0,410000.0,0.749243902,Single Family
16211,48520.0,21000.0,2.31047619,Condo
190976,285880.0,487500.0,0.5864,Single Family
140091,114940.0,188000.0,0.611382979,Single Family
120150,85170.0,124520.0,0.683986508,Single Family
10162,40500.0,65000.0,0.623076923,Condo
90149,145050.0,220000.0,0.659318182,Single Family
100247,195810.0,270000.0,0.725222222,Single Family
17499,109190.0,178000.0,0.6134,Single Family
200178,115600.0,205000.0,0.5639,Single Family
70064,66010.0,466525.0,0.141492953,Single Family
70052,122010.0,203350.0,0.6,Single Family
131300,89280.0,191000.0,0.467434555,Single Family
130010,282210.0,460000.0,0.6135,Single Family
60608,87360.0,137642.0,0.634689993,Single Family
90577,216100.0,270000.0,0.80037037,Condo
16653,105840.0,195000.0,0.542769231,Single Family
70461,101220.0,55000.0,1.840363636,Two Family
160046,190100.0,320000.0,0.5940625,Single Family
200637,207130.0,340000.0,0.6092,Single Family
8243,115890.0,200000.0,0.57945,Single Family
130103,190130.0,272000.0,0.699007353,Single Family
900020,142730.0,141000.0,1.012269504,Single Family
200498,91600.0,135000.0,0.6785,Condo
80034,148690.0,161500.0,0.920681115,Condo
15428,14300.0,17300.0,0.826589595,Single Family
130262,84980.0,230000.0,0.369478261,Four Family
18010,160180.0,169000.0,0.9478,Single Family
900330,130900.0,31000.0,4.222580645,Three Family
80096,141120.0,141000.0,1.000851064,Single Family
160273,40100.0,46000.0,0.87173913,Condo
12002,117390.0,155000.0,0.757354839,Single Family
121988,179480.0,202500.0,0.886320988,Single Family
190145,267960.0,382500.0,0.7005,Single Family
150008,229880.0,120000.0,1.915666667,Single Family
60052,219150.0,387500.0,0.565548387,Single Family
18916,49385.0,122500.0,0.4031,Three Family
200306,346500.0,675000.0,0.5133,Single Family
170072,219320.0,42936.0,5.108,Single Family
140028,132100.0,208000.0,0.635096154,Condo
20879,126070.0,250000.0,0.5042,Single Family
180017,166600.0,242000.0,0.6884,Single Family
90017,350730.0,255000.0,1.375411765,Single Family
90005,192870.0,248500.0,0.776136821,Single Family
150056,202400.0,242000.0,0.836363636,Single Family
90150,125370.0,142500.0,0.879789474,Single Family
10184,199750.0,245000.0,0.815306122,Single Family
17000330,349280.0,610000.0,0.5725,Single Family
150294,162890.0,242500.0,0.67171134,Single Family
141215,319060.0,530000.0,0.602,Condo
20609,608620.0,1200000.0,0.5071,Single Family
110479,159470.0,33000.0,4.832424242,Two Family
110204,154260.0,180000.0,0.857,Single Family
90047,78400.0,119000.0,0.658823529,Condo
150143,66290.0,73500.0,0.901904762,Condo
130162,189800.0,237500.0,0.799157895,Single Family
170390,136290.0,165000.0,0.826,Single Family
80196,157710.0,229000.0,0.688689956,Single Family
150629,129500.0,218000.0,0.594036697,Condo
110105,77070.0,105000.0,0.734,Condo
900179,92890.0,114900.0,0.808442124,Condo
70338,25830.0,35000.0,0.738,Single Family
10150,253450.0,157600.0,1.608185279,Single Family
150129,45590.0,27000.0,1.688518519,Two Family
14014,30410.0,158000.0,0.192468354,Single Family
11043,93100.0,118000.0,0.788983051,Condo
100008,189080.0,270000.0,0.700296296,Single Family
16410,104240.0,11111.0,9.381693817,Two Family
100049,130180.0,150500.0,0.864983389,Single Family
18135,103500.0,200000.0,0.5175,Condo
90234,126600.0,56250.0,2.250666667,Condo
180534,166650.0,300150.0,0.5552,Three Family
60086,236700.0,450000.0,0.526,Single Family
80042,421890.0,437500.0,0.96432,Single Family
20425,465010.0,895000.0,0.5195,Single Family
150338,125800.0,187000.0,0.672727273,Condo
170170,123500.0,144000.0,0.857638889,Condo
180195,94010.0,145900.0,0.6443,Single Family
16326,112210.0,75000.0,1.496133333,Single Family
900021,433280.0,400000.0,1.0832,Single Family
190162,253000.0,270000.0,0.937037037,Single Family
130156,118700.0,145900.0,0.813570939,Single Family
11162,1649060.0,1800000.0,0.916144444,Single Family
100511,171290.0,264000.0,0.648825758,Single Family
130271,258840.0,130000.0,1.991076923,Four Family
200164,151070.0,240000.0,0.6294,Single Family
190391,120960.0,190000.0,0.6366,Condo
120588,241220.0,450000.0,0.536044444,Single Family
200687,105840.0,193000.0,0.5483,Condo
200479,669060.0,1260000.0,0.531,Single Family
161178,80630.0,129000.0,0.62503876,Condo
150445,194880.0,322900.0,0.603530505,Single Family
15107,111330.0,159900.0,0.696247655,Single Family
170468,117530.0,150000.0,0.7835,Three Family
180094,202900.0,295000.0,0.6877,Single Family
150265,56600.0,55501.0,1.019801445,Condo
200885,94630.0,241000.0,0.3926,Single Family
170503,203000.0,310000.0,0.6548,Single Family
900104,161630.0,203000.0,0.796206897,Single Family
19045,142710.0,100000.0,1.4271,Single Family
170112,849500.0,1200000.0,0.707916667,Single Family
80373,382630.0,547500.0,0.69886758,Single Family
20967,107590.0,260000.0,0.4138,Three Family
140037,119100.0,59000.0,2.018644068,Single Family
200109,145160.0,250000.0,0.5806,Single Family
11091,133850.0,85000.0,1.574705882,Condo
100121,53960.0,25000.0,2.1584,Single Family
200113,74410.0,205000.0,0.3629,Single Family
1300362,205270.0,102000.0,2.01245098,Single Family
2000396,143080.0,245000.0,0.584,Single Family
19190,110350.0,211300.0,0.5222,Single Family
80222,21840.0,29000.0,0.753103448,Single Family
130947,38750.0,37000.0,1.047297297,Single Family
90017,226600.0,265000.0,0.85509434,Single Family
200124,135100.0,250000.0,0.5404,Single Family
151156,233690.0,420000.0,0.556404762,Two Family
150238,106670.0,155005.0,0.688171349,Single Family
10874,119650.0,159000.0,0.752515723,Single Family
100444,108920.0,113000.0,0.963893805,Condo
202123,150150.0,240000.0,0.6256,Condo
70048,79000.0,167000.0,0.473053892,Condo
130197,104600.0,212500.0,0.492235294,Single Family
170080,227500.0,174950.0,1.3003,Single Family
160085,165500.0,230000.0,0.719565217,Single Family
160653,166500.0,225000.0,0.74,Single Family
90008,212260.0,279900.0,0.758342265,Single Family
90105,127220.0,225000.0,0.565422222,Condo
171631,201680.0,265000.0,0.761,Condo
90198,225800.0,294000.0,0.768027211,Two Family
70042,133420.0,205000.0,0.650829268,Single Family
160004,301800.0,420000.0,0.718571429,Condo
100057,216210.0,335000.0,0.645402985,Single Family
201133,123480.0,235000.0,0.5254,Single Family
80037,32100.0,27500.0,1.167272727,Single Family
200129,61700.0,110000.0,0.5609,Condo
190002,902370.0,1274000.0,0.7083,Single Family
130123,245280.0,338000.0,0.725680473,Single Family
120333,140780.0,225000.0,0.625688889,Single Family
172764,178150.0,259000.0,0.6878,Single Family
120588,359200.0,520000.0,0.690769231,Single Family
80093,139800.0,20000.0,6.99,Single Family
100185,215800.0,275000.0,0.784727273,Single Family
110623,193410.0,230000.0,0.840913043,Single Family
130313,197300.0,294900.0,0.669040353,Single Family
10013,128870.0,185000.0,0.696594595,Single Family
120117,105770.0,159900.0,0.661475922,Single Family
140618,192580.0,329000.0,0.585349544,Single Family
900301,434490.0,564100.0,0.770235774,Single Family
80190,370650.0,565000.0,0.656017699,Single Family
60185,48300.0,105000.0,0.46,Condo
17792,43505.0,85000.0,0.511823529,Single Family
170020,227310.0,340000.0,0.6685,Single Family
90248,94850.0,30000.0,3.161666667,Condo
200018,232500.0,525100.0,0.4427,Single Family
180691,175000.0,265000.0,0.6603,Single Family
8206,120760.0,169500.0,0.712448378,Single Family
180323,259560.0,377500.0,0.6875,Single Family
160015,114520.0,163000.0,0.702576687,Two Family
160796,814950.0,1500000.0,0.5433,Single Family
70168,100700.0,63000.0,1.598412698,Single Family
12269,103700.0,100000.0,1.037,Condo
161479,280960.0,500000.0,0.56192,Single Family
90275,121000.0,40000.0,3.025,Single Family
70338,109840.0,168500.0,0.651869436,Single Family
140070,208670.0,278000.0,0.750611511,Single Family
17014,140270.0,168000.0,0.834940476,Single Family
130160,225820.0,378000.0,0.597407407,Single Family
20606,179840.0,331000.0,0.5433,Single Family
160410,129770.0,202000.0,0.642425743,Condo
200001,89460.0,115605.0,0.773841962,Single Family
131626,94330.0,108781.0,0.86715511,Condo
190307,720100.0,1165000.0,0.6181,Single Family
190163,155330.0,255000.0,0.6091,Single Family
120058,197120.0,95000.0,2.074947368,Single Family
190649,10760.0,35000.0,0.3074,Condo
61250,209300.0,437500.0,0.4784,Single Family
70088,355670.0,489000.0,0.727341513,Single Family
200310,373220.0,680000.0,0.5488,Single Family
140067,133200.0,190000.0,0.701052632,Single Family
140044,146920.0,93330.0,1.574199079,Single Family
800138,183500.0,18400.0,9.972826087,Single Family
80117,197200.0,244000.0,0.808196721,Single Family
60026,136990.0,319000.0,0.429435737,Single Family
90696,151860.0,175000.0,0.867771429,Two Family
900686,208740.0,145000.0,1.439586207,Single Family
